"longitude","latitude"
-45.7776194000913,-21.4965336710422
-44.0256298242128,-21.0210811553446
-46.096162959342,-23.0417543470593
-49.7594138907244,-29.3415001800523
-49.600142111099,-26.9642376015644
-54.059751940608,-26.7265113437156
-42.114368468709,-20.0701761239494
-49.600142111099,-28.7471845354303
-45.7776194000913,-22.8040280892106
-50.555772788851,-30.4112683403719
-41.9550966890836,-20.3079023817982
-43.0699991464609,-20.6644917685714
-49.4408703314737,-25.5378800544717
-52.3077623647295,-26.4887850858668
-45.4590758408407,-21.2588074131934
-45.7776194000913,-21.734259928891
-49.9186856703497,-27.9151426329596
-42.114368468709,-19.8324498661007
-45.618347620466,-22.6851649602862
-52.1484905851042,-26.4887850858668
-51.5114034666029,-29.2226370511279
-45.9368911797167,-22.9228912181349
-54.6968390591093,-26.84537447264
-45.618347620466,-21.6153967999666
-49.7594138907244,-27.2019638594132
-50.077957449975,-29.2226370511279
-50.7150445684763,-27.0831007304888
-50.2372292296003,-28.8660476643547
-42.7514555872102,-19.7135867371763
-45.4590758408407,-22.4474387024374
-50.2372292296003,-29.1037739222035
-50.8743163481016,-29.1037739222035
-51.1928599073523,-28.5094582775815
-45.618347620466,-22.0908493156642
-50.3965010092257,-28.7471845354303
-51.5114034666029,-25.7756063123204
-45.1405322815901,-23.2794806049081
-45.9368911797167,-22.0908493156642
-49.7594138907244,-28.034005761884
-52.6263059239802,-26.9642376015644
-46.2554347389673,-22.0908493156642
-45.9368911797167,-22.5663018313618
-50.8743163481016,-28.6283214065059
-49.1223267722231,-27.7962795040352
-50.077957449975,-26.7265113437156
-46.096162959342,-22.8040280892106
-43.2292709260862,-19.0004079636299
-44.9812605019647,-23.2794806049081
-41.9550966890836,-22.8040280892106
-50.077957449975,-27.6774163751108
-46.573978298218,-23.2794806049081
-46.2554347389673,-22.4474387024374
-41.4772813502077,-19.0004079636299
-52.1484905851042,-26.6076482147912
-51.1928599073523,-29.3415001800523
-49.9186856703497,-28.8660476643547
-51.5114034666029,-26.251058828018
-45.9368911797167,-22.6851649602862
-50.2372292296003,-28.034005761884
-42.114368468709,-19.4758604793275
-50.077957449975,-26.0133325701692
-45.4590758408407,-22.9228912181349
-49.9186856703497,-25.4190169255473
-51.1928599073523,-26.9642376015644
-45.2998040612154,-22.0908493156642
-49.1223267722231,-28.6283214065059
-51.0335881277269,-26.251058828018
-44.9812605019647,-22.8040280892106
-51.0335881277269,-26.6076482147912
-50.077957449975,-27.9151426329596
-51.5114034666029,-25.1812906676985
-45.9368911797167,-23.0417543470593
-42.5921838075849,-19.1192710925543
-50.3965010092257,-29.1037739222035
-51.0335881277269,-27.2019638594132
-42.9107273668356,-18.8815448347055
-50.7150445684763,-29.3415001800523
-48.8037832129724,-26.3699219569424
-45.7776194000913,-23.0417543470593
-45.4590758408407,-23.7549331206057
-50.555772788851,-24.3492487652277
-50.8743163481016,-29.2226370511279
-45.7776194000913,-22.9228912181349
-49.2815985518484,-28.034005761884
-51.8299470258535,-27.439690117262
-44.5034451630888,-21.3776705421178
-52.9448494832308,-26.4887850858668
-52.7855777036055,-26.4887850858668
-49.7594138907244,-27.0831007304888
-42.4329120279596,-20.9022180264202
-50.8743163481016,-29.3415001800523
-42.2736402483343,-20.6644917685714
-53.2633930424814,-26.84537447264
